id,snippet.topLevelComment.snippet.authorDisplayName,snippet.topLevelComment.snippet.textDisplay,tone
70,Baljinder Jhinjer,"à¹€à¸„Â…à¹€à¸„Â—à¹€à¸„à¸� à¹€à¸„Â�à¹€à¸„à¸™ à¹€à¸„à¸˜à¹€à¸„Âš à¹€à¸„à¸™à¹€à¸…Âˆ, à¹€à¸„Â•à¹€à¸„à¸Ÿ à¹€à¸„à¸’à¹€à¸„à¸žà¹€à¸„à¸’ à¹€à¸„Â•à¹€à¸„à¸Ÿà¹€à¸„à¸’à¹€à¸…Â‡ à¹€à¸„à¸Šà¹€à¸…Â‡ à¹€à¸„Â�à¹€à¸„Â‚à¹€à¸„à¸�à¹€à¸„à¸ž à¹€à¸„Âšà¹€à¸„à¸�à¹€à¸„à¸•à¹€à¸„à¸žà¹€à¸„à¸ˆà¹€à¸…Â‡ à¹€à¸„à¸Žà¹€à¸…Â‡à¹€à¸„Â‚ , à¹€à¸„à¸˜à¹€à¸„à¸�à¹€à¸„Â•à¹€à¸„à¸žà¹€à¸„à¸� à¹€à¸„Â•à¹€à¸„à¸ž à¹€à¸„à¸™à¹€à¸„à¸žà¹€à¸„à¸… à¹€à¸„à¸™à¹€à¸…Âˆ, à¹€à¸„à¸„à¹€à¸…Â‹ à¹€à¸„à¸•à¹€à¸…Â‡à¹€à¸„à¸™ à¹€à¸„à¸„à¹€à¸…Â‹ à¹€à¸„ÂŠà¹€à¸„à¸ˆ à¹€à¸„à¸’à¹€à¸…Â‹à¹€à¸„Â—à¹€à¸…Â‹à¹€à¸„Â� à¹€à¸„Â•à¹€à¸…Â‡ à¹€à¸„à¸�à¹€à¸…Â€ à¹€à¸„à¸Šà¹€à¸„Â› à¹€à¸„à¸Žà¹€à¸…Â‡à¹€à¸„Â� à¹€à¸„à¸�à¹€à¸…Â€ à¹€à¸„à¸ˆà¹€à¸„à¸™à¹€à¸…Â€à¹€à¸„Â� à¹€à¸„à¸™à¹€à¸…Âˆ, à¹€à¸„Âœà¹€à¸…Â‹ à¹€à¸„Â†à¹€à¸„à¸Šà¹€à¸„à¸ˆà¹€à¸…Â‡ à¹€à¸„Â†à¹€à¸„à¸Šà¹€à¸„Â•à¹€à¸…Â‹ à¹€à¸„Â•à¹€à¸„ÂŸà¹€à¸„à¸� à¹€à¸„à¸™à¹€à¸„à¸Ÿà¹€à¸„Â‚à¹€à¸„à¸†à¹€à¸…Â‚ à¹€à¸„Â•à¹€à¸„à¸™à¹€à¸„à¸„à¹€à¸…Â‡ à¹€à¸„à¸™à¹€à¸…Âˆà¹€à¸„Â‚. à¹€à¸„Â‡à¹€à¸„à¸„à¹€à¸„à¸™à¹€à¸„à¸žà¹€à¸„à¸˜ à¹€à¸„à¸Žà¹€à¸…Â‡à¹€à¸„Â‚ à¹€à¸„à¸�à¹€à¸„à¸™à¹€à¸…Â‡à¹€à¸„Â—à¹€à¸„à¸ž à¹€à¸„Â•à¹€à¸„à¸Ÿ à¹€à¸„Â•à¹€à¸„à¸Ÿà¹€à¸„à¸˜à¹€à¸…Â€ à¹€à¸„à¸ˆà¹€à¸…Â‡ à¹€à¸„à¸’à¹€à¸„à¸žà¹€à¸„à¸’ à¹€à¸„Â•à¹€à¸„à¸Ÿà¹€à¸„à¸’à¹€à¸…Â‡ à¹€à¸„à¸Šà¹€à¸…Â‡ à¹€à¸„Â�à¹€à¸„Â‚à¹€à¸„à¸�à¹€à¸„à¸ž à¹€à¸„Âšà¹€à¸„à¸�à¹€à¸„à¸•à¹€à¸„à¸žà¹€à¸„Â�à¹€à¸„à¸ž à¹€à¸„à¸…à¹€à¸„à¸ž, à¹€à¸„Â”à¹€à¸„à¸� à¹€à¸„Âˆà¹€à¸„à¸ˆà¹€à¸„Â•à¹€à¸…Â€ à¹€à¸„à¸˜à¹€à¸„à¸�à¹€à¸„Â•à¹€à¸„à¸žà¹€à¸„à¸� à¹€à¸„Â•à¹€à¸…Â�à¹€à¸„Â› à¹€à¸„à¸ˆà¹€à¸„à¸™à¹€à¸…Â€à¹€à¸„Â‚ à¹€à¸„Â•à¹€à¸„à¸� à¹€à¸„à¸˜à¹€à¸„Â•à¹€à¸…Â€.  à¹€à¸„à¸˜à¹€à¸…Â‹ à¹€à¸„à¸�à¹€à¸„Âˆà¹€à¸„Â† à¹€à¸„à¸˜à¹€à¸„à¸Žà¹€à¸„Â�à¹€à¸…Â€à¹€à¸„Â�, à¹€à¸„Â� à¹€à¸„à¸˜à¹€à¸„à¸�à¹€à¸„Â•à¹€à¸„à¸žà¹€à¸„à¸�à¹€à¸…Â‡ à¹€à¸„Â•à¹€à¸„à¸Ÿà¹€à¸„à¸˜à¹€à¸…Â€ à¹€à¸„Â•à¹€à¸…Â€ à¹€à¸„à¸ˆà¹€à¸„à¸™à¹€à¸…Â€à¹€à¸„Â‚ à¹€à¸„à¸™à¹€à¸…Â‹à¹€à¸„à¸„à¹€à¸…Â€. à¹€à¸„Âœà¹€à¸„à¸ˆà¹€à¸„à¸„à¹€à¸„à¸ž à¹€à¸„Â•à¹€à¸…Â‹ à¹€à¸„à¸™à¹€à¸…Â‹à¹€à¸„à¸˜ à¹€à¸„à¸Žà¹€à¸…Â‡à¹€à¸„Â‚ à¹€à¸„à¸�à¹€à¸„à¸™à¹€à¸„à¸ˆà¹€à¸„à¸ž à¹€à¸„Âšà¹€à¸„à¸žà¹€à¸„à¸™à¹€à¸…Â€à¹€à¸„Â�,","{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': 'à¹€à¸„Â…à¹€à¸„Â—à¹€à¸„à¸� à¹€à¸„Â�à¹€à¸„à¸™ à¹€à¸„à¸˜à¹€à¸„Âš à¹€à¸„à¸™à¹€à¸…Âˆ, à¹€à¸„Â•à¹€à¸„à¸Ÿ à¹€à¸„à¸’à¹€à¸„à¸žà¹€à¸„à¸’ à¹€à¸„Â•à¹€à¸„à¸Ÿà¹€à¸„à¸’à¹€à¸…Â‡ à¹€à¸„à¸Šà¹€à¸…Â‡ à¹€à¸„Â�à¹€à¸„Â‚à¹€à¸„à¸�à¹€à¸„à¸ž à¹€à¸„Âšà¹€à¸„à¸�à¹€à¸„à¸•à¹€à¸„à¸žà¹€à¸„à¸ˆà¹€à¸…Â‡ à¹€à¸„à¸Žà¹€à¸…Â‡à¹€à¸„Â‚ , à¹€à¸„à¸˜à¹€à¸„à¸�à¹€à¸„Â•à¹€à¸„à¸žà¹€à¸„à¸� à¹€à¸„Â•à¹€à¸„à¸ž à¹€à¸„à¸™à¹€à¸„à¸žà¹€à¸„à¸… à¹€à¸„à¸™à¹€à¸…Âˆ, à¹€à¸„à¸„à¹€à¸…Â‹ à¹€à¸„à¸•à¹€à¸…Â‡à¹€à¸„à¸™ à¹€à¸„à¸„à¹€à¸…Â‹ à¹€à¸„ÂŠà¹€à¸„à¸ˆ à¹€à¸„à¸’à¹€à¸…Â‹à¹€à¸„Â—à¹€à¸…Â‹à¹€à¸„Â� à¹€à¸„Â•à¹€à¸…Â‡ à¹€à¸„à¸�à¹€à¸…Â€ à¹€à¸„à¸Šà¹€à¸„Â› à¹€à¸„à¸Žà¹€à¸…Â‡à¹€à¸„Â� à¹€à¸„à¸�à¹€à¸…Â€ à¹€à¸„à¸ˆà¹€à¸„à¸™à¹€à¸…Â€à¹€à¸„Â� à¹€à¸„à¸™à¹€à¸…Âˆ, à¹€à¸„Âœà¹€à¸…Â‹ à¹€à¸„Â†à¹€à¸„à¸Šà¹€à¸„à¸ˆà¹€à¸…Â‡ à¹€à¸„Â†à¹€à¸„à¸Šà¹€à¸„Â•à¹€à¸…Â‹ à¹€à¸„Â•à¹€à¸„ÂŸà¹€à¸„à¸� à¹€à¸„à¸™à¹€à¸„à¸Ÿà¹€à¸„Â‚à¹€à¸„à¸†à¹€à¸…Â‚ à¹€à¸„Â•à¹€à¸„à¸™à¹€à¸„à¸„à¹€à¸…Â‡ à¹€à¸„à¸™à¹€à¸…Âˆà¹€à¸„Â‚. à¹€à¸„Â‡à¹€à¸„à¸„à¹€à¸„à¸™à¹€à¸„à¸žà¹€à¸„à¸˜ à¹€à¸„à¸Žà¹€à¸…Â‡à¹€à¸„Â‚ à¹€à¸„à¸�à¹€à¸„à¸™à¹€à¸…Â‡à¹€à¸„Â—à¹€à¸„à¸ž à¹€à¸„Â•à¹€à¸„à¸Ÿ à¹€à¸„Â•à¹€à¸„à¸Ÿà¹€à¸„à¸˜à¹€à¸…Â€ à¹€à¸„à¸ˆà¹€à¸…Â‡ à¹€à¸„à¸’à¹€à¸„à¸žà¹€à¸„à¸’ à¹€à¸„Â•à¹€à¸„à¸Ÿà¹€à¸„à¸’à¹€à¸…Â‡ à¹€à¸„à¸Šà¹€à¸…Â‡ à¹€à¸„Â�à¹€à¸„Â‚à¹€à¸„à¸�à¹€à¸„à¸ž à¹€à¸„Âšà¹€à¸„à¸�à¹€à¸„à¸•à¹€à¸„à¸žà¹€à¸„Â�à¹€à¸„à¸ž à¹€à¸„à¸…à¹€à¸„à¸ž, à¹€à¸„Â”à¹€à¸„à¸� à¹€à¸„Âˆà¹€à¸„à¸ˆà¹€à¸„Â•à¹€à¸…Â€ à¹€à¸„à¸˜à¹€à¸„à¸�à¹€à¸„Â•à¹€à¸„à¸žà¹€à¸„à¸� à¹€à¸„Â•à¹€à¸…Â�à¹€à¸„Â› à¹€à¸„à¸ˆà¹€à¸„à¸™à¹€à¸…Â€à¹€à¸„Â‚ à¹€à¸„Â•à¹€à¸„à¸� à¹€à¸„à¸˜à¹€à¸„Â•à¹€à¸…Â€.  à¹€à¸„à¸˜à¹€à¸…Â‹ à¹€à¸„à¸�à¹€à¸„Âˆà¹€à¸„Â† à¹€à¸„à¸˜à¹€à¸„à¸Žà¹€à¸„Â�à¹€à¸…Â€à¹€à¸„Â�, à¹€à¸„Â� à¹€à¸„à¸˜à¹€à¸„à¸�à¹€à¸„Â•à¹€à¸„à¸žà¹€à¸„à¸�à¹€à¸…Â‡ à¹€à¸„Â•à¹€à¸„à¸Ÿà¹€à¸„à¸˜à¹€à¸…Â€ à¹€à¸„Â•à¹€à¸…Â€ à¹€à¸„à¸ˆà¹€à¸„à¸™à¹€à¸…Â€à¹€à¸„Â‚ à¹€à¸„à¸™à¹€à¸…Â‹à¹€à¸„à¸„à¹€à¸…Â€.', 'tones': []}, {'sentence_id': 1, 'text': 'à¹€à¸„Âœà¹€à¸„à¸ˆà¹€à¸„à¸„à¹€à¸„à¸ž à¹€à¸„Â•à¹€à¸…Â‹ à¹€à¸„à¸™à¹€à¸…Â‹à¹€à¸„à¸˜ à¹€à¸„à¸Žà¹€à¸…Â‡à¹€à¸„Â‚ à¹€à¸„à¸�à¹€à¸„à¸™à¹€à¸„à¸ˆà¹€à¸„à¸ž à¹€à¸„Âšà¹€à¸„à¸žà¹€à¸„à¸™à¹€à¸…Â€à¹€à¸„Â�,', 'tones': []}]}"
71,Jadwan Firdaus,Putting up the religious flag was the worst move and uncalled for..,{'document_tone': {'tones': []}}
72,Sanjaya Krishnan,"Sunny Deol and BJP goons doing violence to blame farmers who were protesting in the cold peacefully for 60 days.. Please don't go back on your protests.. U r so close.. Don't fall for their mental manipulation.. Stay strong.. Jai jawan, jai kisan..","{'document_tone': {'tones': [{'score': 0.567581, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
73,BILLI,"We strongly condemns violence and this total incident of redfort. But this only half story. Just take a second and think, farmers were protesting peacefully from about 5 months(3 in punjab and 2 in delhi) do what happened all of sudden that they become so violent? 1st thing 1st, government and police already knew that something is going to happen (check godi media's news of last 3 days). They were worried about some anti-social elements from Pakistan. Is our Indian police force so weak?Police didn't stop protesters when only 20 tractors reached redfort, they were just sitting under the sun(check video from ndtv handle as prove) question is why they waited? Only when 100s of tractors gathered, they used tear gas and lathi march as a result people became violent. These were just 2% of total protesting farmers and they went under leadership of Deep sidhu(bjp supporter). Other 98% farmers were tractor marching peacefully as decided by delhi police. But godi media covered only those 2% farmers. Another thing, Indian flag was not harmed at all. It was above all. Other 2 flags were hoisted but at lower level (which was inturn wrong and i criticise that). But think if government wanted, they could stop them at very initial stage but they didn't in order to defame and discredit the whole movement. Because its very easy for  gov.  to shut down violent movement. Moreover 155 farmers have lost their life protesting peacefully. Who is responsible for their loss even during peaceful protest? They are also humans but this godi media don't leave a single chance to show farmer protest as anti natinalist. Just think about those 98% others and not just these government motivated 2%.  History shows only peaceful protest stay for that long to be won. Best way to disrupt any protest is to invite violence.  Do your research and then conclude . Peace!","{'document_tone': {'tones': [{'score': 0.541278, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.575331, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.549014, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.826522, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'We strongly condemns violence and this total incident of redfort.', 'tones': [{'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': 'But this only half story.', 'tones': [{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': 'Just take a second and think, farmers were protesting peacefully from about 5 months(3 in punjab and 2 in delhi) do what happened all of sudden that they become so violent?', 'tones': [{'score': 0.523476, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 3, 'text': ""1st thing 1st, government and police already knew that something is going to happen (check godi media's news of last 3 days)."", 'tones': [{'score': 0.535952, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 4, 'text': 'They were worried about some anti-social elements from Pakistan.', 'tones': [{'score': 0.753073, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 5, 'text': ""Is our Indian police force so weak?Police didn't stop protesters when only 20 tractors reached redfort, they were just sitting under the sun(check video from ndtv handle as prove) question is why they waited?"", 'tones': [{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 6, 'text': 'Only when 100s of tractors gathered, they used tear gas and lathi march as a result people became violent.', 'tones': [{'score': 0.628187, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.936081, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 7, 'text': 'These were just 2% of total protesting farmers and they went under leadership of Deep sidhu(bjp supporter).', 'tones': []}, {'sentence_id': 8, 'text': 'Other 98% farmers were tractor marching peacefully as decided by delhi police.', 'tones': [{'score': 0.55262, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.80026, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 9, 'text': 'But godi media covered only those 2% farmers.', 'tones': [{'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 10, 'text': 'Another thing, Indian flag was not harmed at all.', 'tones': [{'score': 0.513163, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.874372, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 11, 'text': 'It was above all.', 'tones': [{'score': 0.97759, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 12, 'text': 'Other 2 flags were hoisted but at lower level (which was inturn wrong and i criticise that).', 'tones': []}, {'sentence_id': 13, 'text': ""But think if government wanted, they could stop them at very initial stage but they didn't in order to defame and discredit the whole movement."", 'tones': [{'score': 0.846254, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 14, 'text': 'Because its very easy for  gov.  to shut down violent movement.', 'tones': [{'score': 0.6081, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.825035, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 15, 'text': 'Moreover 155 farmers have lost their life protesting peacefully.', 'tones': [{'score': 0.73886, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 16, 'text': 'Who is responsible for their loss even during peaceful protest?', 'tones': [{'score': 0.71708, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 17, 'text': ""They are also humans but this godi media don't leave a single chance to show farmer protest as anti natinalist."", 'tones': [{'score': 0.517526, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 18, 'text': 'Just think about those 98% others and not just these government motivated 2%.', 'tones': [{'score': 0.647125, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.890188, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 19, 'text': 'History shows only peaceful protest stay for that long to be won.', 'tones': [{'score': 0.549706, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 20, 'text': 'Best way to disrupt any protest is to invite violence.', 'tones': [{'score': 0.620464, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 21, 'text': 'Do your research and then conclude .', 'tones': [{'score': 0.99278, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 22, 'text': 'Peace!', 'tones': [{'score': 0.880435, 'tone_id': 'joy', 'tone_name': 'Joy'}]}]}"
74,Sam Mir,Someone should read the history of Sikhs. They don't move back like what chadi's are meant for. Violance can't be justified but govt. harassed them a lot.,"{'document_tone': {'tones': [{'score': 0.574987, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.956097, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.761262, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Someone should read the history of Sikhs.', 'tones': [{'score': 0.91961, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': ""They don't move back like what chadi's are meant for."", 'tones': []}, {'sentence_id': 2, 'text': ""Violance can't be justified but govt."", 'tones': [{'score': 0.787929, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 3, 'text': 'harassed them a lot.', 'tones': [{'score': 0.88939, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]}"
75,KARTIK TALMALE,Bhai hame Delhi nai jana _ Bhai idhar mat bhatkana,{'document_tone': {'tones': []}}
76,Shahid C.M.,Why INDIA is full of these BJP FOOls,{'document_tone': {'tones': []}}
77,KARTIK TALMALE,Bhai__ banda kah raha hai ki police ne lati chalai ..Wah kya kahne pahle galat kam bhi karo aur saja milne par complain bhià¹�ÂŸÂ™Â�,{'document_tone': {'tones': []}}
78,M.FAISAL Sammoo,kashmirio ki buddua lagi hy is Govt. ko .   Ab India k kafi tukray hongay,"{'document_tone': {'tones': [{'score': 0.574643, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'kashmirio ki buddua lagi hy is Govt.', 'tones': [{'score': 0.650517, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'ko .', 'tones': []}, {'sentence_id': 2, 'text': 'Ab India k kafi tukray hongay', 'tones': []}]}"
79,Mohan Daniel,Farmers are fighting for all Indians except few rich.,"{'document_tone': {'tones': [{'score': 0.520928, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.874372, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
80,Arnab Sen,How u r narrating the story it reflects u r hidden agenda please check ravish Kumar ndtv prime time yesterday where he provoked farmers suitly,"{'document_tone': {'tones': [{'score': 0.524035, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
81,Literate Zone,à¹€à¸„Âœà¹€à¸…Â‹ à¹€à¸„à¸™à¹€à¸…Â�à¹€à¸„Â† à¹€à¸„Â—à¹€à¸„à¸’à¹€à¸„à¸„ à¹€à¸„à¸™à¹€à¸…Â�à¹€à¸„Â† à¹€à¸„à¸’à¹€à¸…Â‡à¹€à¸„Â•à¹€à¸„à¸Ÿà¹€à¸„à¸ˆ à¹€à¸„à¸˜à¹€à¸„à¸Ÿà¹€à¸„à¸�à¹€à¸…Â�à¹€à¸„à¸‹ à¹€à¸„Â•à¹€à¸„à¸Ÿà¹€à¸„à¸˜à¹€à¸„à¸žà¹€à¸„à¸ˆ à¹€à¸„à¸†à¹€à¸…Â‹à¹€à¸„à¸—à¹€à¸…Â€ à¹€à¸„à¸ˆà¹€à¸„à¸™à¹€à¸…Â€à¹€à¸„Â‚   à¹€à¸„Â†à¹€à¸„Â–à¹€à¸„à¸Ÿà¹€à¸„à¸� à¹€à¸„Â•à¹€à¸„à¸Œ à¹€à¸„à¸„à¹€à¸„Â• à¹€à¸„Âœà¹€à¸„à¸•à¹€à¸„à¸žà¹€à¸„à¸ˆ à¹€à¸„Â”à¹€à¸„à¸� à¹€à¸„Â•à¹€à¸„à¸Ÿà¹€à¸„à¸˜à¹€à¸„à¸žà¹€à¸„à¸ˆ à¹€à¸„Â†à¹€à¸„à¸Žà¹€à¸„à¸ˆà¹€à¸…Â‡ à¹€à¸„à¸˜à¹€à¸„à¸žà¹€à¸„à¸Žà¹€à¸„à¸ˆà¹€à¸…Â‡ à¹€à¸„à¸�à¹€à¸„à¸™à¹€à¸…Â‡à¹€à¸„Â‚à¹€à¸„Â—à¹€à¸…Â‡à¹€à¸…à¸„ à¹€à¸„Â•à¹€à¸…ÂŒà¹€à¸„à¸ˆ à¹€à¸„Âœà¹€à¸„à¸Ÿà¹€à¸„à¸Žà¹€à¸…Â�à¹€à¸„à¸Žà¹€à¸…Â‡à¹€à¸„à¸†à¹€à¸„à¸žà¹€à¸„à¸� à¹€à¸„à¸™à¹€à¸…Âˆ à¹€à¸„Â‡à¹€à¸„à¸˜ à¹€à¸„à¸™à¹€à¸„à¸Ÿà¹€à¸„Â‚à¹€à¸„à¸˜à¹€à¸„à¸ž à¹€à¸„Â•à¹€à¸…Â‡ à¹€à¸„à¸’à¹€à¸„à¸Ÿà¹€à¸„Â� ??,"{'document_tone': {'tones': [{'score': 0.533886, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
82,Rajeshpatel Adroja,à¹€à¸„à¸†à¹€à¸…Â‡à¹€à¸„à¸– à¹€à¸„à¸†à¹€à¸…Â�à¹€à¸„à¸�à¹€à¸…Â‹à¹€à¸„à¸™à¹€à¸…Â€ à¹€à¸„Âšà¹€à¸…Âˆà¹€à¸„à¸ˆà¹€à¸„à¸’ à¹€à¸„Â�à¹€à¸„à¸ˆà¹€à¸„à¸�à¹€à¸…Â€à¹€à¸„ÂŸà¹€à¸…Â€à¹€à¸„à¸•à¹€à¸…Â€,"{'document_tone': {'tones': [{'score': 0.531986, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
83,Lakhwinder Singh,If modi had discussed this laws with farmer before forcing it on us. It could never happened,"{'document_tone': {'tones': [{'score': 0.585782, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.668742, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.770435, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'If modi had discussed this laws with farmer before forcing it on us.', 'tones': [{'score': 0.588323, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'It could never happened', 'tones': [{'score': 0.88939, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]}"
84,J G,"Why the government trying to forcefully enforce the bill which the farmers don't want,if the bill is for the welfare of the farmers then why they're  against the bill?",{'document_tone': {'tones': []}}
85,Varsha Vora,Farmers think they could use violence to pressurize govt... No chance.. This is modi,"{'document_tone': {'tones': [{'score': 0.63174, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.991679, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.747663, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Farmers think they could use violence to pressurize govt...', 'tones': [{'score': 0.834827, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.856622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'No chance..', 'tones': [{'score': 0.998976, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': 'This is modi', 'tones': []}]}"
86,Rajee Joseph,I support the farmers,"{'document_tone': {'tones': [{'score': 0.573718, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
87,NAWAZ 675,This is all incident have done by the govt and delhi polis l think this is not fair about farmers bjp murdabad,"{'document_tone': {'tones': [{'score': 0.79659, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
88,dilip jha,Shame shame to ndtv. Your channel should be shut down. You are disgrace to the nation,"{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Shame shame to ndtv.', 'tones': [{'score': 0.612856, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'Your channel should be shut down.', 'tones': [{'score': 0.704588, 'tone_id': 'anger', 'tone_name': 'Anger'}]}, {'sentence_id': 2, 'text': 'You are disgrace to the nation', 'tones': []}]}"
89,Bhavkhandan Singh Shambu,SHARINGà¹�ÂŸÂ™Â�,"{'document_tone': {'tones': [{'score': 0.594929, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
90,shubham sharma,"Shameful.....same thing happens in us capitol and liberal protest, same thing happens in India, and liberals support it",{'document_tone': {'tones': []}}
91,roshan kumar,Anarchy on its way.......This was imminent.....Lets not make this country Pakistan.,{'document_tone': {'tones': []}}
92,premnath push,where are you before the prosed? NDTV,"{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': 'where are you before the prosed?', 'tones': []}, {'sentence_id': 1, 'text': 'NDTV', 'tones': []}]}"
93,Surendra Dakshin,Get from NDTV the spin master glorifies khalistani riotes for protecting the police....really ndtv?,"{'document_tone': {'tones': [{'score': 0.781949, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
94,The random victor,Un logon ko jara puchhiye ki ye farm law ky he??,"{'document_tone': {'tones': [{'score': 0.579436, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
95,Taniya Rao Kallepalli,This has resulted because of adventure of few...,"{'document_tone': {'tones': [{'score': 0.665491, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.987521, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
96,kavita,They r nt farmers,{'document_tone': {'tones': []}}
